FIRST_NAME,LAST_NAME,SPORT,FULL_RESIDENCE,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
Ben ,Davison,Rowing ,"Iverness , Florida ",28.8447,-82.3631194,0,,,,,,,,,,,
John John,Florence,Surfing,"North Shore, Oahu, Hawaii",21.5991756,-158.2655747,0,,,,,,,,,,,
Tommy ,Paul,Tennis,"Boca Rotan , Florida ",26.3728294,-80.1173655,0,,,,,,,,,,,
Jessica ,Pegula ,Tennis,"Boca Rotan , Florida ",26.3728294,-80.1173655,0,,,,,,,,,,,
Grant ,Koontz,Cycling (Track Cycling),"Tollan , Colorado",39.595212,-105.974117,0.75,place,,,,,Dillon,CO,Summit County,80435,US,TIGER/Line® dataset from the US Census Bureau
Rachel,Tozier,Shooting,"Fort Moore, Georgia",33.58016,-84.326757,0.75,place,,,,,Morrow,GA,Clayton County,30260,US,TIGER/Line® dataset from the US Census Bureau
Ivan,Roe,Shooting,"Fort Moore, Georgia",33.58016,-84.326757,0.75,place,,,,,Morrow,GA,Clayton County,30260,US,TIGER/Line® dataset from the US Census Bureau
Will,Hinton,Shooting,"Fort Moore, Georgia",33.58016,-84.326757,0.75,place,,,,,Morrow,GA,Clayton County,30260,US,TIGER/Line® dataset from the US Census Bureau
Lily ,Williams,Cycling (Track Cycling),"Provence , France ",38.446793,-78.557513,0.8,place,,,,,Furnace,VA,Page County,22827,US,TIGER/Line® dataset from the US Census Bureau
Angelica ,Delgado,Judo ,"Coconut Creek, Florida ",26.399526,-81.839532,0.8,place,,,,,Coconut,FL,Lee County,33923,US,TIGER/Line® dataset from the US Census Bureau
Taylor,Spivey,Triathlon,"Girona, Spain ",45.703006,-97.785936,0.8,place,,,,,Spain,SD,Marshall County,57430,US,TIGER/Line® dataset from the US Census Bureau
Garrett,Muagututia,Volleyball,"Egypt , ",40.680096,-75.529907,0.8,place,,,,,Egypt,PA,Lehigh County,18052,US,TIGER/Line® dataset from the US Census Bureau
Aaron,Russell,Volleyball,"Japan, ",40.992584,-75.910199,0.8,place,,,,,Japan,PA,Luzerne County,18224,US,TIGER/Line® dataset from the US Census Bureau
Jack ,Yonezuka,Judo ,"West Long Beach , New Jersey ",39.685675,-74.144859,0.9,place,,,,,Long Beach,NJ,Ocean County,8008,US,TIGER/Line® dataset from the US Census Bureau
Sammy ,Sullivan,Rugby ,"Glendale , Colorado ",39.704987,-104.933591,0.9,place,,,,,Glendale,CO,Arapahoe County,80246,US,TIGER/Line® dataset from the US Census Bureau
Dania,Vizzi,Shooting,"Odessa, Florida",28.193901,-82.591764,0.9,place,,,,,Odessa,FL,Pasco County,33556,US,TIGER/Line® dataset from the US Census Bureau
Abbey,Weitzeil,Swimming,"Saugus, California",34.411385,-118.540086,0.9,place,,,,,Saugus,CA,Los Angeles County,91350,US,TIGER/Line® dataset from the US Census Bureau
David,Smith,Volleyball,"Saugus, California",34.411385,-118.540086,0.9,place,,,,,Saugus,CA,Los Angeles County,91350,US,TIGER/Line® dataset from the US Census Bureau
Sunny,Choi,Breaking,"Queens , New York ",40.654658,-73.841209,1,county,,,,,,NY,Queens County,,US,US Census Bureau
Max,Holt,Volleyball,"Orange County, California",33.675687,-117.777207,1,county,,,,,,CA,Orange County,,US,US Census Bureau
Annie ,Drews ,Volleyball,"Orange County , California",33.675687,-117.777207,1,county,,,,,,CA,Orange County,,US,US Census Bureau
Brady,Ellison,Archery,"Globe, Arizona",33.566039,-110.757756,1,place,,,,,Globe,AZ,Gila County,85501,US,TIGER/Line® dataset from the US Census Bureau
Casey,Kaufhold,Archery,"Lancaster, Pennsylvania",40.076553,-76.31068,1,place,,,,,Lancaster,PA,Lancaster County,17601,US,TIGER/Line® dataset from the US Census Bureau
Jennifer,Mucino-Fernandez,Archery,"Chula Vista, California ",32.636922,-117.050072,1,place,,,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau
Anita,Alvarez,Artistic Swimming,"Los Angeles, California ",33.973951,-118.248405,1,place,,,,,Los Angeles,CA,Los Angeles County,90001,US,TIGER/Line® dataset from the US Census Bureau
Daniella,Ramirez,Artistic Swimming,"Los Angeles, California",33.973951,-118.248405,1,place,,,,,Los Angeles,CA,Los Angeles County,90001,US,TIGER/Line® dataset from the US Census Bureau
Megumi,Field,Artistic Swimming,"Los Angeles, California",33.973951,-118.248405,1,place,,,,,Los Angeles,CA,Los Angeles County,90001,US,TIGER/Line® dataset from the US Census Bureau
Jaime,Czarkowski,Artistic Swimming,"Los Angeles, California",33.973951,-118.248405,1,place,,,,,Los Angeles,CA,Los Angeles County,90001,US,TIGER/Line® dataset from the US Census Bureau
Jacklyn,Luu,Artistic Swimming,"Palo Alto , California",37.444122,-122.149915,1,place,,,,,Palo Alto,CA,Santa Clara County,94301,US,TIGER/Line® dataset from the US Census Bureau
Keana ,Hunter,Artistic Swimming,"Los Angeles, California ",33.973951,-118.248405,1,place,,,,,Los Angeles,CA,Los Angeles County,90001,US,TIGER/Line® dataset from the US Census Bureau
Jennie,Gai,Badminton,"Fremont, California",37.565285,-121.982721,1,place,,,,,Fremont,CA,Alameda County,94536,US,TIGER/Line® dataset from the US Census Bureau
Beiwen,Zhang,Badminton,"Las Vegas, Nevada",36.17372,-115.10647,1,place,,,,,Las Vegas,NV,Clark County,89101,US,TIGER/Line® dataset from the US Census Bureau
Annie ,Xu,Badminton,"San Jose, California",37.346608,-121.909871,1,place,,,,,San Jose,CA,Santa Clara County,95110,US,TIGER/Line® dataset from the US Census Bureau
Kerry ,Xu,Badminton,"San Jose, California",37.346608,-121.909871,1,place,,,,,San Jose,CA,Santa Clara County,95110,US,TIGER/Line® dataset from the US Census Bureau
Vinson ,Chiu,Badminton,"San Jose, California",37.346608,-121.909871,1,place,,,,,San Jose,CA,Santa Clara County,95110,US,TIGER/Line® dataset from the US Census Bureau
Joshua ,Yuan,Badminton,"San Mateo , California",37.573485,-122.32253,1,place,,,,,San Mateo,CA,San Mateo County,94401,US,TIGER/Line® dataset from the US Census Bureau
Howard ,Shu,Badminton,"Los Angeles, California",33.973951,-118.248405,1,place,,,,,Los Angeles,CA,Los Angeles County,90001,US,TIGER/Line® dataset from the US Census Bureau
Canyon,Barry,Basketball 3x3,"Bradenton, Florida",27.404731,-82.470456,1,place,,,,,Bradenton,FL,Manatee County,34201,US,TIGER/Line® dataset from the US Census Bureau
Jimmer,Fredette,Basketball 3x3,"Denver, Colorado",39.760189,-104.996553,1,place,,,,,Denver,CO,Denver County,80202,US,TIGER/Line® dataset from the US Census Bureau
Kareem,Maddox,Basketball 3x3,"Los Angeles, California",33.973951,-118.248405,1,place,,,,,Los Angeles,CA,Los Angeles County,90001,US,TIGER/Line® dataset from the US Census Bureau
Dylan,Travis,Basketball 3x3,"Omaha, Nebraska",41.262003,-95.933564,1,place,,,,,Omaha,NE,Douglas County,68102,US,TIGER/Line® dataset from the US Census Bureau
Cameron,Brink,Basketball 3x3,"Los Angeles, California",33.973951,-118.248405,1,place,,,,,Los Angeles,CA,Los Angeles County,90001,US,TIGER/Line® dataset from the US Census Bureau
Bam,Adebayo,Basketball,"Miami , Florida",25.558428,-80.458168,1,place,,,,,Miami,FL,Miami-Dade County,33234,US,TIGER/Line® dataset from the US Census Bureau
Devin ,Booker,Basketball,"Phoenix , Arizona ",33.703967,-112.351835,1,place,,,,,Phoenix,AZ,Maricopa County,85001,US,TIGER/Line® dataset from the US Census Bureau
Stephen ,Curry ,Basketball,"San Francisco , California",37.776646,-122.417481,1,place,,,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Anthony ,Davis ,Basketball,"Los Angeles, California",33.973951,-118.248405,1,place,,,,,Los Angeles,CA,Los Angeles County,90001,US,TIGER/Line® dataset from the US Census Bureau
Kevin ,Durant ,Basketball,"Phoenix , Arizona ",33.703967,-112.351835,1,place,,,,,Phoenix,AZ,Maricopa County,85001,US,TIGER/Line® dataset from the US Census Bureau
Anthony ,Edwards ,Basketball,"Minnesota , Minneapolis",44.984577,-93.269097,1,place,,,,,Minneapolis,MN,Hennepin County,55401,US,TIGER/Line® dataset from the US Census Bureau
Joel ,Embiid,Basketball,"Philadelphia , Pennsylvania ",40.001811,-75.11787,1,place,,,,,Philadelphia,PA,Philadelphia County,19101,US,TIGER/Line® dataset from the US Census Bureau
Tyrese,Haliburton,Basketball,"Indianapolis, Indiana ",39.775092,-86.13216,1,place,,,,,Indianapolis,IN,Marion County,46201,US,TIGER/Line® dataset from the US Census Bureau
Jrue ,Holiday ,Basketball,"Boston, Massachusetts",42.354318,-71.073449,1,place,,,,,Boston,MA,Suffolk County,2106,US,TIGER/Line® dataset from the US Census Bureau
LeBron ,James ,Basketball,"Los Angeles, California",33.973951,-118.248405,1,place,,,,,Los Angeles,CA,Los Angeles County,90001,US,TIGER/Line® dataset from the US Census Bureau
Kawhi ,Leonard ,Basketball,"Los Angeles, California",33.973951,-118.248405,1,place,,,,,Los Angeles,CA,Los Angeles County,90001,US,TIGER/Line® dataset from the US Census Bureau
Jayson ,Tatum ,Basketball,"Boston, Massachusetts",42.354318,-71.073449,1,place,,,,,Boston,MA,Suffolk County,2106,US,TIGER/Line® dataset from the US Census Bureau
Napheesa,Collier,Basketball ,"Minneapolis, Minnesota ",44.984577,-93.269097,1,place,,,,,Minneapolis,MN,Hennepin County,55401,US,TIGER/Line® dataset from the US Census Bureau
Kahleah,Cooper ,Basketball ,"Phoenix , Arizona ",33.703967,-112.351835,1,place,,,,,Phoenix,AZ,Maricopa County,85001,US,TIGER/Line® dataset from the US Census Bureau
Chelsea,Gray ,Basketball ,"Las Vegas , Nevada ",36.17372,-115.10647,1,place,,,,,Las Vegas,NV,Clark County,89101,US,TIGER/Line® dataset from the US Census Bureau
Brittney,Griner ,Basketball ,"Phoenix , Arizona ",33.703967,-112.351835,1,place,,,,,Phoenix,AZ,Maricopa County,85001,US,TIGER/Line® dataset from the US Census Bureau
Sabrina,Ionescu,Basketball ,"New York , New York ",40.750422,-73.996328,1,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
Jewell,Loyd ,Basketball ,"Seattle , Washington ",47.610902,-122.336422,1,place,,,,,Seattle,WA,King County,98101,US,TIGER/Line® dataset from the US Census Bureau
Kelsey ,Plum,Basketball,"Las Vegas , Nevada ",36.17372,-115.10647,1,place,,,,,Las Vegas,NV,Clark County,89101,US,TIGER/Line® dataset from the US Census Bureau
Breanna,Stewart,Basketball,"New York, New York ",40.750422,-73.996328,1,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
Diana,Taurasi,Basketball,"Phoenix, Arizona",33.703967,-112.351835,1,place,,,,,Phoenix,AZ,Maricopa County,85001,US,TIGER/Line® dataset from the US Census Bureau
Alyssa ,Thomas,Basketball,"Uncasville, Connecticut",41.43454,-72.1098,1,place,,,,,Uncasville,CT,Southeastern Connecticut Planning Region,6382,US,TIGER/Line® dataset from the US Census Bureau
A'ja,Wilson,Basketball,"Las Vegas, Nevada",36.17372,-115.10647,1,place,,,,,Las Vegas,NV,Clark County,89101,US,TIGER/Line® dataset from the US Census Bureau
Jackie ,Young,Basketball,"Las Vegas, Nevada",36.17372,-115.10647,1,place,,,,,Las Vegas,NV,Clark County,89101,US,TIGER/Line® dataset from the US Census Bureau
Kelly,Cheng (nee Claes),Beach Volleyball,"Fullerton, California",33.879768,-117.896341,1,place,,,,,Fullerton,CA,Orange County,92831,US,TIGER/Line® dataset from the US Census Bureau
Miles ,Evans,Beach Volleyball,"Hermosa Beach, California ",33.86224,-118.39952,1,place,,,,,Hermosa Beach,CA,Los Angeles County,90254,US,TIGER/Line® dataset from the US Census Bureau
Jahmal,Harvey,Boxing,"Oxon Hill, Maryland ",38.806809,-76.995859,1,place,,,,,Oxon Hill,MD,Prince George's County,20745,US,TIGER/Line® dataset from the US Census Bureau
Omari,Jones,Boxing,"Orlando, Florida",28.545179,-81.373291,1,place,,,,,Orlando,FL,Orange County,32801,US,TIGER/Line® dataset from the US Census Bureau
Roscoe ,Hill ,Boxing,"Spring, Texas ",30.062169,-95.383966,1,place,,,,,Spring,TX,Harris County,77373,US,TIGER/Line® dataset from the US Census Bureau
Alyssa,Mendoza ,Boxing ,"Caldwell , Idaho ",43.661908,-116.65629,1,place,,,,,Caldwell,ID,Canyon County,83605,US,TIGER/Line® dataset from the US Census Bureau
Jajaria ,Gonzalez,Boxing,"Glendora , California ",34.119363,-117.855059,1,place,,,,,Glendora,CA,Los Angeles County,91740,US,TIGER/Line® dataset from the US Census Bureau
Jennifer,Lozano,Boxing,"Laredo , Texas ",27.515879,-99.494078,1,place,,,,,Laredo,TX,Webb County,78040,US,TIGER/Line® dataset from the US Census Bureau
"Logan ""Logistx""",Edra,Breaking,"San Diego, California ",32.724103,-117.170912,1,place,,,,,San Diego,CA,San Diego County,92101,US,TIGER/Line® dataset from the US Census Bureau
Victor,Montalvo,Breaking,"Los Angeles , California ",33.973951,-118.248405,1,place,,,,,Los Angeles,CA,Los Angeles County,90001,US,TIGER/Line® dataset from the US Census Bureau
Evy ,Leibfarth ,Canoeing,"Charlotte, North Carolina ",35.26002,-80.804151,1,place,,,,,Charlotte,NC,Mecklenburg County,28201,US,TIGER/Line® dataset from the US Census Bureau
Nevin,Harrison,Canoeing,"San Diego, California",32.724103,-117.170912,1,place,,,,,San Diego,CA,San Diego County,92101,US,TIGER/Line® dataset from the US Census Bureau
Aaron ,Small ,Canoeing,"Seattle , Washington ",47.610902,-122.336422,1,place,,,,,Seattle,WA,King County,98101,US,TIGER/Line® dataset from the US Census Bureau
Casey ,Eichfeld ,Canoeing,"Charlotte, North Carolina ",35.26002,-80.804151,1,place,,,,,Charlotte,NC,Mecklenburg County,28201,US,TIGER/Line® dataset from the US Census Bureau
Jonas ,Ecker ,Canoeing,"Seattle , Washington ",47.610902,-122.336422,1,place,,,,,Seattle,WA,King County,98101,US,TIGER/Line® dataset from the US Census Bureau
Alise,Willoughby,Cycling (BMX Racing),"Chula Vista , California ",32.636922,-117.050072,1,place,,,,,Chula Vista,CA,San Diego County,91910,US,TIGER/Line® dataset from the US Census Bureau
